row_id,energy
95163,1778.7972
95164,1746.6538
95165,1698.2474
95166,1662.7755
95167,1631.6971
95168,1636.7256
95169,1659.29
95170,1693.7919
95171,1749.6301
95172,1803.6156
95173,1841.5208
95174,1890.8964
95175,1939.5251
95176,2006.8987
95177,2065.727
95178,2099.6873
95179,2120.2678
95180,2136.6792
95181,2153.689
95182,2175.3406
95183,2175.3406
95184,2163.3374
95185,2118.5796
95186,2040.2693
95187,1974.1112
95188,1913.6881
95189,1847.7988
95190,1812.1031
95191,1780.1683
95192,1779.9257
95193,1802.0615
95194,1824.5259
95195,1852.3302
95196,1885.1406
95197,1914.0212
95198,1955.7985
95199,1991.075
95200,2053.7153
95201,2110.708
95202,2138.7683
95203,2159.349
95204,2175.7603
95205,2190.077
95206,2197.7373
95207,2197.7373
95208,2185.3738
95209,2117.5603
95210,2036.6418
95211,1969.0403
95212,1908.0209
95213,1842.5205
95214,1806.3032
95215,1773.8174
95216,1772.4324
95217,1793.0206
95218,1815.0895
95219,1842.8938
95220,1875.7042
95221,1904.5848
95222,1946.362
95223,1981.6385
95224,2044.2784
95225,2101.271
95226,2129.3313
95227,2149.912
95228,2166.3232
95229,2180.1262
95230,2186.2415
95231,2186.2415
95232,2173.878
95233,2117.5603
95234,2036.6418
95235,1969.0403
95236,1908.0209
95237,1842.5205
95238,1806.5706
95239,1774.0847
95240,1772.6997
95241,1793.288
95242,1815.3568
95243,1843.1611
95244,1875.9716
95245,1904.8522
95246,1946.6294
95247,1981.9059
95248,2044.5458
95249,2101.271
95250,2129.3313
95251,2149.912
95252,2166.3232
95253,2179.1775
95254,2185.9475
95255,2185.9475
95256,2170.388
95257,2106.3313
95258,2025.413
95259,1957.811
95260,1896.7916
95261,1831.2913
95262,1795.3413
95263,1762.8555
95264,1761.4705
95265,1776.5858
95266,1793.2589
95267,1813.4108
95268,1843.7157
95269,1872.5963
95270,1914.3735
95271,1949.65
95272,2012.2897
95273,2069.0154
95274,2097.0757
95275,2117.6565
95276,2132.5635
95277,2112.7856
95278,2103.8638
95279,2103.8638
95280,2091.973
95281,2039.7247
95282,1972.2657
95283,1910.01
95284,1838.5446
95285,1751.7615
95286,1693.6376
95287,1655.3446
95288,1650.1694
95289,1657.5033
95290,1663.6924
95291,1677.1357
95292,1685.483
95293,1697.1852
95294,1716.5978
95295,1746.7322
95296,1809.3712
95297,1866.0975
95298,1891.4607
95299,1908.4381
95300,1918.3092
95301,1904.8812
95302,1902.4355
95303,1902.4355
95304,1892.122
95305,1905.8674
95306,1848.1288
95307,1789.5333
95308,1733.2203
95309,1672.8896
95310,1630.7333
95311,1590.5267
95312,1585.7478
95313,1586.245
95314,1595.0813
95315,1609.2084
95316,1626.8278
95317,1643.3474
95318,1651.8945
95319,1688.197
95320,1750.11
95321,1808.9384
95322,1842.8986
95323,1884.5662
95324,1916.625
95325,1930.4897
95326,1947.2753
95327,1947.7449
95328,1937.797
95329,1889.8145
95330,1847.1964
95331,1791.0226
95332,1758.8792
95333,1711.5533
95334,1676.0814
95335,1645.003
95336,1650.0315
95337,1670.9667
95338,1705.4685
95339,1761.3068
95340,1815.2922
95341,1853.1974
95342,1902.573
95343,1951.2018
95344,2018.5756
95345,2077.4038
95346,2111.364
95347,2131.9446
95348,2148.356
95349,2164.4932
95350,2179.879
95351,2179.879
95352,2167.8757
95353,2127.8074
95354,2052.4941
95355,1986.3365
95356,1925.9135
95357,1861.1047
95358,1825.409
95359,1793.4742
95360,1793.2316
95361,1815.3674
95362,1837.8318
95363,1865.6361
95364,1898.4465
95365,1927.3271
95366,1969.1044
95367,2004.3809
95368,2067.0212
95369,2124.014
95370,2152.0742
95371,2172.655
95372,2189.0662
95373,2203.3828
95374,2211.0432
95375,2211.0432
95376,2198.6797
95377,2141.6853
95378,2060.7666
95379,1993.1653
95380,1932.1459
95381,1866.6455
95382,1830.4282
95383,1797.9424
95384,1796.5574
95385,1817.1456
95386,1839.2145
95387,1867.0188
95388,1899.8292
95389,1928.7098
95390,1970.487
95391,2005.7635
95392,2068.4033
95393,2125.396
95394,2153.4563
95395,2174.037
95396,2190.4482
95397,2204.2512
95398,2210.3665
95399,2210.3665
95400,2198.003
95401,2141.6853
95402,2060.7666
95403,1993.1653
95404,1932.1459
95405,1866.6455
95406,1830.6956
95407,1798.2097
95408,1796.8247
95409,1817.413
95410,1839.4818
95411,1867.2861
95412,1900.0966
95413,1928.9772
95414,1970.7544
95415,2006.0309
95416,2068.6707
95417,2125.396
95418,2153.4563
95419,2174.037
95420,2190.4482
95421,2203.3025
95422,2210.0725
95423,2210.0725
95424,2194.513
95425,2130.4563
95426,2049.5383
95427,1981.936
95428,1920.9166
95429,1855.4163
95430,1819.4663
95431,1786.9805
95432,1785.5955
95433,1800.7108
95434,1817.3839
95435,1837.5358
95436,1867.8407
95437,1896.7213
95438,1938.4985
95439,1973.775
95440,2036.4133
95441,2093.1404
95442,2121.2007
95443,2141.7815
95444,2156.6885
95445,2150.8955
95446,2145.8408
95447,2145.8408
95448,2133.95
95449,2072.6875
95450,2005.2279
95451,1942.9722
95452,1871.5067
95453,1784.7236
95454,1726.5997
95455,1688.3068
95456,1683.1316
95457,1690.4655
95458,1696.6545
95459,1710.0979
95460,1718.4452
95461,1730.1473
95462,1749.5599
95463,1779.6943
95464,1842.3334
95465,1899.0597
95466,1924.4229
95467,1941.4003
95468,1951.2714
95469,1951.8281
95470,1953.2496
95471,1953.2496
95472,1942.936
95473,1966.9298
95474,1899.0725
95475,1840.477
95476,1784.1641
95477,1724.9215
95478,1686.5579
95479,1646.3513
95480,1641.5724
95481,1643.212
95482,1652.0483
95483,1666.1754
95484,1683.7948
95485,1700.3145
95486,1714.5702
95487,1773.2081
95488,1835.1211
95489,1893.9495
95490,1927.9097
95491,1969.5773
95492,2001.6361
95493,2015.5009
95494,2032.2864
95495,2032.756
95496,2022.8081
95497,1950.8768
95498,1898.1401
95499,1841.9663
95500,1809.8229
95501,1763.5852
95502,1731.906
95503,1700.8276
95504,1705.8561
95505,1726.7913
95506,1761.2931
95507,1817.1313
95508,1871.1168
95509,1909.022
95510,1964.1062
95511,2035.0704
95512,2102.4456
95513,2161.273
95514,2195.2332
95515,2215.8137
95516,2232.225
95517,2248.3623
95518,2263.748
95519,2263.748
95520,2251.7449
95521,2185.0151
95522,2099.583
95523,2033.4247
95524,1973.0016
95525,1909.281
95526,1877.378
95527,1845.4432
95528,1845.2006
95529,1867.3364
95530,1889.8008
95531,1917.6051
95532,1950.4155
95533,1979.2961
95534,2026.782
95535,2084.3943
95536,2147.035
95537,2204.0276
95538,2232.088
95539,2252.6687
95540,2269.0798
95541,2283.3965
95542,2291.057
95543,2291.057
95544,2278.6934
95545,2195.7258
95546,2107.8555
95547,2040.2534
95548,1979.234
95549,1914.8218
95550,1882.3972
95551,1849.9114
95552,1848.5264
95553,1869.1146
95554,1891.1835
95555,1918.9878
95556,1951.7982
95557,1980.6788
95558,2028.1647
95559,2085.7764
95560,2148.417
95561,2205.4097
95562,2233.47
95563,2254.0508
95564,2270.462
95565,2284.265
95566,2290.3801
95567,2290.3801
95568,2278.0166
95569,2195.7258
95570,2107.8555
95571,2040.2534
95572,1979.234
95573,1914.8218
95574,1882.6646
95575,1850.1787
95576,1848.7937
95577,1869.382
95578,1891.4508
95579,1919.2551
95580,1952.0656
95581,1980.9462
95582,2028.432
95583,2086.0437
95584,2148.6843
95585,2205.4097
95586,2233.47
95587,2254.0508
95588,2270.462
95589,2283.3162
95590,2290.0862
95591,2290.0862
95592,2274.5266
95593,2184.4968
95594,2096.6267
95595,2029.0242
95596,1968.0048
95597,1903.5925
95598,1871.4353
95599,1838.9495
95600,1837.5645
95601,1852.6798
95602,1869.3529
95603,1889.5048
95604,1919.8097
95605,1948.6903
95606,1996.1761
95607,2053.7898
95608,2116.428
95609,2173.154
95610,2201.2144
95611,2221.7952
95612,2236.7021
95613,2230.9092
95614,2225.8545
95615,2225.8545
95616,2213.9636
95617,2125.9312
95618,2051.5203
95619,1989.2634
95620,1918.5948
95621,1832.8999
95622,1778.5687
95623,1740.2758
95624,1735.1006
95625,1742.4344
95626,1748.6235
95627,1762.0669
95628,1770.4142
95629,1782.1163
95630,1807.2375
95631,1859.7074
95632,1922.3464
95633,1979.0728
95634,2004.4359
95635,2021.4133
95636,2031.2844
95637,2031.8412
95638,2033.2627
95639,2033.2627
95640,2022.9491
95641,1954.2125
95642,1891.876
95643,1833.2805
95644,1776.9675
95645,1717.725
95646,1679.3613
95647,1648.0394
95648,1643.2605
95649,1644.9001
95650,1653.7365
95651,1667.8635
95652,1685.4829
95653,1702.0026
95654,1709.1729
95655,1757.8856
95656,1819.7986
95657,1879.4851
95658,1913.4453
95659,1955.1129
95660,1987.1718
95661,2002.707
95662,2019.4926
95663,2019.9622
95664,2010.0143
95665,1935.2181
95666,1889.6694
95667,1833.4956
95668,1801.3522
95669,1755.1145
95670,1723.4353
95671,1701.2416
95672,1706.27
95673,1728.4794
95674,1762.9812
95675,1818.8195
95676,1872.8049
95677,1910.7101
95678,1958.7089
95679,2019.7479
95680,2087.1233
95681,2146.8088
95682,2180.769
95683,2201.3496
95684,2217.761
95685,2235.5686
95686,2250.9543
95687,2250.9543
95688,2238.9512
95689,2176.1338
95690,2096.2224
95691,2030.064
95692,1969.6409
95693,1905.9203
95694,1874.0173
95695,1850.9672
95696,1850.7245
95697,1872.8604
95698,1895.3247
95699,1923.129
95700,1955.9395
95701,1984.8201
95702,2025.2205
95703,2072.9077
95704,2135.5483
95705,2193.3992
95706,2221.4595
95707,2242.0403
95708,2258.4514
95709,2272.768
95710,2280.4285
95711,2280.4285
95712,2268.065
95713,2192.3652
95714,2104.4949
95715,2036.8927
95716,1975.8733
95717,1911.461
95718,1879.0365
95719,1855.4353
95720,1854.0503
95721,1874.6385
95722,1896.7074
95723,1924.5117
95724,1957.3221
95725,1986.2028
95726,2026.6031
95727,2074.2898
95728,2136.9304
95729,2194.7812
95730,2222.8416
95731,2243.4224
95732,2259.8335
95733,2273.6365
95734,2279.7517
95735,2279.7517
95736,2267.3882
95737,2136.4595
95738,2046.392
95739,1977.3276
95740,1916.3082
95741,1851.896
95742,1820.604
95743,1806.3259
95744,1804.9409
95745,1825.0928
95746,1847.1616
95747,1874.966
95748,1907.7764
95749,1936.657
95750,1977.0574
95751,2014.9443
95752,2077.5833
95753,2136.1335
95754,2164.1943
95755,2184.7747
95756,2201.1855
95757,2214.0398
95758,2220.8098
95759,2220.8098
95760,2205.2502
95761,2125.23
95762,2035.1627
95763,1966.0984
95764,1905.079
95765,1840.6667
95766,1809.3748
95767,1795.0967
95768,1793.7117
95769,1808.3906
95770,1825.0637
95771,1845.2156
95772,1875.5205
95773,1904.4011
95774,1944.8015
95775,1982.6885
95776,2045.3275
95777,2103.8777
95778,2131.9385
95779,2152.519
95780,2167.4258
95781,2161.6328
95782,2156.5781
95783,2156.5781
95784,2144.6873
95785,2059.8364
95786,1983.2264
95787,1919.5083
95788,1848.8397
95789,1763.1448
95790,1709.6788
95791,1689.5936
95792,1684.4185
95793,1691.3159
95794,1697.505
95795,1710.9484
95796,1719.2957
95797,1730.9978
95798,1749.0336
95799,1781.7784
95800,1844.4175
95801,1902.9669
95802,1928.3301
95803,1945.3075
95804,1955.1786
95805,1955.7354
95806,1957.1569
95807,1957.1569
95808,1946.8433
95809,1796.4968
95810,1731.537
95811,1683.1335
95812,1626.8204
95813,1582.232
95814,1546.572
95815,1524.5732
95816,1519.7943
95817,1521.3677
95818,1530.204
95819,1544.331
95820,1561.9504
95821,1578.4701
95822,1591.5431
95823,1630.456
95824,1653.3639
95825,1676.8247
95826,1689.6826
95827,1722.9824
95828,1754.704
95829,1770.2395
95830,1787.025
95831,1787.4946
95832,1778.6178
95833,1777.5022
95834,1729.3302
95835,1683.3484
95836,1651.205
95837,1619.6215
95838,1590.6459
95839,1577.7753
95840,1582.8037
95841,1604.9468
95842,1639.4486
95843,1695.2869
95844,1749.2723
95845,1787.1775
95846,1841.0791
95847,1892.3184
95848,1920.6866
95849,1944.1475
95850,1957.0054
95851,1969.2189
95852,1985.2922
95853,2003.1001
95854,2018.4857
95855,2018.4857
95856,2007.5533
95857,1976.2952
95858,1917.1781
95859,1861.2124
95860,1805.7317
95861,1770.2328
95862,1741.0334
95863,1727.3064
95864,1727.0637
95865,1748.7632
95866,1771.2275
95867,1799.0319
95868,1831.8423
95869,1860.7229
95870,1907.026
95871,1944.913
95872,1968.5466
95873,1990.173
95874,1997.131
95875,2009.3445
95876,2025.4178
95877,2039.7347
95878,2047.395
95879,2047.395
95880,2036.1023
95881,1992.5264
95882,1925.451
95883,1868.0411
95884,1811.9641
95885,1775.7736
95886,1746.0526
95887,1731.7745
95888,1730.3895
95889,1750.5414
95890,1772.6102
95891,1800.4146
95892,1833.225
95893,1862.1056
95894,1908.4087
95895,1946.2957
95896,1969.9293
95897,1991.5557
95898,1998.5137
95899,2010.7272
95900,2026.8005
95901,2040.6038
95902,2046.7188
95903,2046.7188
95904,2035.426
95905,1992.5264
95906,1925.451
95907,1868.0411
95908,1811.9641
95909,1775.7736
95910,1746.32
95911,1732.0419
95912,1730.6569
95913,1750.8087
95914,1772.8776
95915,1800.6819
95916,1833.4923
95917,1862.3729
95918,1908.676
95919,1946.563
95920,1970.1967
95921,1991.5557
95922,1998.5137
95923,2010.7272
95924,2026.8005
95925,2039.6549
95926,2044.8536
95927,2044.8536
95928,2030.8646
95929,1981.2971
95930,1914.2218
95931,1856.8119
95932,1800.7349
95933,1764.5443
95934,1735.0907
95935,1720.8126
95936,1719.4276
95937,1734.1066
95938,1750.7797
95939,1770.9315
95940,1801.2365
95941,1830.1171
95942,1876.4202
95943,1914.3071
95944,1937.9408
95945,1959.2998
95946,1966.2578
95947,1978.4713
95948,1989.43
95949,1983.6377
95950,1977.0114
95951,1977.0114
95952,1966.6918
95953,1898.7601
95954,1845.1426
95955,1793.0789
95956,1724.8085
95957,1674.7316
95958,1630.9332
95959,1612.552
95960,1607.3768
95961,1614.2743
95962,1620.4634
95963,1633.9067
95964,1642.254
95965,1653.9562
95966,1677.8947
95967,1710.6394
95968,1734.2732
95969,1755.6322
95970,1759.8931
95971,1772.1066
95972,1784.473
95973,1785.0298
95974,1784.8804
95975,1784.8804
95976,1776.1377
95977,1632.5834
95978,1590.1356
95979,1554.8716
95980,1511.5039
95981,1468.6652
95982,1438.3341
95983,1426.0251
95984,1421.875
95985,1422.1943
95986,1431.0306
95987,1445.1577
95988,1462.7771
95989,1479.2968
95990,1490.8027
95991,1528.001
95992,1545.4183
95993,1560.849
95994,1571.1844
95995,1604.4843
95996,1629.6272
95997,1645.1626
95998,1661.9481
95999,1662.4177
96000,1653.5409
96001,1635.9208
96002,1607.7528
96003,1574.9104
96004,1555.7123
96005,1525.8784
96006,1502.2318
96007,1499.051
96008,1504.7083
96009,1525.5973
96010,1560.0991
96011,1615.9374
96012,1669.9229
96013,1707.828
96014,1760.1626
96015,1809.6871
96016,1832.565
96017,1847.9955
96018,1858.3309
96019,1870.5444
96020,1880.0392
96021,1897.847
96022,1913.2327
96023,1913.2327
96024,1902.3003
96025,1851.0535
96026,1807.5447
96027,1754.766
96028,1710.239
96029,1676.4897
96030,1652.6194
96031,1648.5822
96032,1648.9683
96033,1669.4137
96034,1691.878
96035,1719.6824
96036,1752.4928
96037,1781.3734
96038,1826.1095
96039,1862.2817
96040,1880.425
96041,1894.0211
96042,1898.4567
96043,1910.67
96044,1920.1648
96045,1934.4817
96046,1942.142
96047,1942.142
96048,1930.8492
96049,1867.2847
96050,1815.8176
96051,1761.5947
96052,1716.4714
96053,1682.0305
96054,1657.6385
96055,1653.0503
96056,1652.2941
96057,1671.1919
96058,1693.2607
96059,1721.0651
96060,1753.8755
96061,1782.7561
96062,1827.4922
96063,1863.6644
96064,1881.8077
96065,1895.4038
96066,1899.8394
96067,1912.0527
96068,1921.5475
96069,1935.3507
96070,1941.4657
96071,1941.4657
96072,1930.173
96073,1867.2847
96074,1815.8176
96075,1761.5947
96076,1716.4714
96077,1682.0305
96078,1657.9059
96079,1653.3176
96080,1652.5614
96081,1671.4592
96082,1693.5281
96083,1721.3324
96084,1754.1428
96085,1783.0234
96086,1827.7595
96087,1863.9318
96088,1882.0751
96089,1895.4038
96090,1899.8394
96091,1912.0527
96092,1921.5475
96093,1934.4019
96094,1939.6006
96095,1939.6006
96096,1925.6116
96097,1856.0554
96098,1804.5884
96099,1750.3655
96100,1705.2422
96101,1670.8013
96102,1646.6766
96103,1642.0884
96104,1641.3322
96105,1654.7571
96106,1671.4302
96107,1691.582
96108,1721.887
96109,1750.7676
96110,1795.5037
96111,1831.6759
96112,1849.8192
96113,1863.148
96114,1866.1304
96115,1878.3438
96116,1882.7239
96117,1876.9315
96118,1870.3052
96119,1870.3052
96120,1859.9856
96121,1773.5184
96122,1735.5092
96123,1686.6324
96124,1629.3158
96125,1580.9885
96126,1542.5192
96127,1533.8278
96128,1529.2814
96129,1534.9248
96130,1541.1139
96131,1554.5573
96132,1562.9045
96133,1574.6067
96134,1596.9781
96135,1628.0082
96136,1646.1516
96137,1659.4803
96138,1662.4628
96139,1674.6761
96140,1682.9716
96141,1683.5283
96142,1683.3789
96143,1683.3789
96144,1674.6362
96145,1618.2594
96146,1585.3604
96147,1551.1545
96148,1507.7869
96149,1464.9481
96150,1434.6171
96151,1422.3081
96152,1418.158
96153,1422.1943
96154,1431.0306
96155,1443.2819
96156,1459.1025
96157,1475.6222
96158,1487.1282
96159,1524.3264
96160,1541.7438
96161,1557.1744
96162,1567.5099
96163,1598.878
96164,1624.021
96165,1639.5564
96166,1656.3419
96167,1656.8115
96168,1647.9347
96169,1630.701
96170,1606.6946
96171,1574.9104
96172,1555.7123
96173,1525.8784
96174,1502.2318
96175,1499.051
96176,1504.7083
96177,1525.5973
96178,1560.0991
96179,1615.9374
96180,1669.9229
96181,1707.828
96182,1760.1626
96183,1809.6871
96184,1832.565
96185,1847.9955
96186,1858.3309
96187,1868.6128
96188,1878.1075
96189,1895.9154
96190,1911.301
96191,1911.301
96192,1900.3687
96193,1847.5042
96194,1806.4865
96195,1754.766
96196,1710.239
96197,1676.4897
96198,1652.6194
96199,1648.5822
96200,1648.9683
96201,1669.4137
96202,1691.878
96203,1719.6824
96204,1752.4928
96205,1781.3734
96206,1826.1095
96207,1862.2817
96208,1880.425
96209,1894.0211
96210,1898.4567
96211,1908.7384
96212,1918.2332
96213,1932.55
96214,1940.2103
96215,1940.2103
96216,1928.9176
96217,1863.7354
96218,1814.7594
96219,1761.5947
96220,1716.4714
96221,1682.0305
96222,1657.6385
96223,1653.0503
96224,1652.2941
96225,1671.1919
96226,1693.2607
96227,1721.0651
96228,1753.8755
96229,1782.7561
96230,1827.4922
96231,1863.6644
96232,1881.8077
96233,1895.4038
96234,1899.8394
96235,1910.1211
96236,1919.6158
96237,1933.4191
96238,1939.534
96239,1939.534
96240,1928.2413
96241,1863.7354
96242,1814.7594
96243,1761.5947
96244,1716.4714
96245,1682.0305
96246,1657.9059
96247,1653.3176
96248,1652.5614
96249,1671.4592
96250,1693.5281
96251,1721.3324
96252,1754.1428
96253,1783.0234
96254,1827.7595
96255,1863.9318
96256,1882.0751
96257,1895.4038
96258,1899.8394
96259,1910.1211
96260,1919.6158
96261,1932.4702
96262,1937.669
96263,1937.669
96264,1923.6799
96265,1852.5061
96266,1803.5302
96267,1750.3655
96268,1705.2422
96269,1670.8013
96270,1646.6766
96271,1642.0884
96272,1641.3322
96273,1654.7571
96274,1671.4302
96275,1691.582
96276,1721.887
96277,1750.7676
96278,1795.5037
96279,1831.6759
96280,1849.8192
96281,1863.148
96282,1866.1304
96283,1876.4121
96284,1880.7922
96285,1874.9999
96286,1868.3735
96287,1868.3735
96288,1858.054
96289,1769.9691
96290,1734.4509
96291,1686.6324
96292,1629.3158
96293,1580.9885
96294,1542.5192
96295,1533.8278
96296,1529.2814
96297,1534.9248
96298,1541.1139
96299,1554.5573
96300,1562.9045
96301,1574.6067
96302,1596.9781
96303,1628.0082
96304,1646.1516
96305,1659.4803
96306,1662.4628
96307,1672.7445
96308,1681.0399
96309,1681.5967
96310,1681.4473
96311,1681.4473
96312,1672.7046
96313,1605.4158
96314,1564.2346
96315,1532.8186
96316,1489.6953
96317,1447.9048
96318,1421.7383
96319,1411.7274
96320,1408.7423
96321,1412.5258
96322,1421.362
96323,1433.6133
96324,1449.434
96325,1465.9536
96326,1475.2201
96327,1506.0009
96328,1509.9305
96329,1515.7444
96330,1526.0798
96331,1557.448
96332,1579.0837
96333,1601.2269
96334,1619.9788
96335,1620.4484
96336,1613.096
96337,1617.1088
96338,1584.8202
96339,1554.8481
96340,1536.3916
96341,1507.9957
96342,1488.8856
96343,1488.4703
96344,1495.2926
96345,1515.9287
96346,1550.4305
96347,1606.2688
96348,1660.2543
96349,1698.1594
96350,1748.2545
96351,1791.3616
96352,1800.7517
96353,1806.5654
96354,1816.9009
96355,1827.1827
96356,1833.1703
96357,1857.5859
96358,1874.9379
96359,1874.9379
96360,1865.5299
96361,1826.0872
96362,1776.7874
96363,1726.879
96364,1684.7306
96365,1658.607
96366,1639.2732
96367,1638.0015
96368,1639.5526
96369,1659.7451
96370,1682.2095
96371,1710.0138
96372,1742.8242
96373,1771.7048
96374,1814.2014
96375,1839.4388
96376,1844.0945
96377,1848.0737
96378,1852.5093
96379,1862.791
96380,1868.7786
96381,1886.4243
96382,1896.0509
96383,1896.0509
96384,1886.2826
96385,1838.2006
96386,1783.2925
96387,1733.3842
96388,1691.2357
96389,1664.1478
96390,1644.2924
96391,1642.4696
96392,1642.8784
96393,1661.5233
96394,1683.5922
96395,1711.3965
96396,1744.2069
96397,1773.0875
96398,1815.5841
96399,1840.8215
96400,1845.4772
96401,1849.4564
96402,1853.892
96403,1864.1737
96404,1870.1613
96405,1887.2933
96406,1895.3746
96407,1895.3746
96408,1885.6063
96409,1818.4249
96410,1768.712
96411,1725.6368
96412,1688.5162
96413,1661.4283
96414,1643.6223
96415,1641.7996
96416,1645.1318
96417,1663.7499
96418,1685.8187
96419,1713.623
96420,1746.4335
96421,1774.3552
96422,1816.4877
96423,1841.7251
96424,1845.773
96425,1849.4849
96426,1853.9204
96427,1864.2021
96428,1870.1897
96429,1881.2844
96430,1888.2109
96431,1888.2109
96432,1875.7463
96433,1807.1957
96434,1757.4828
96435,1714.4076
96436,1677.287
96437,1650.1991
96438,1632.3931
96439,1630.5703
96440,1633.9026
96441,1647.0477
96442,1663.7208
96443,1683.8727
96444,1714.1776
96445,1742.0994
96446,1784.2318
96447,1809.4692
96448,1813.5171
96449,1817.229
96450,1820.2114
96451,1830.4932
96452,1832.8704
96453,1835.0787
96454,1831.7046
96455,1831.7046
96456,1821.385
96457,1731.9141
96458,1693.7228
96459,1655.1366
96460,1601.3606
96461,1560.3864
96462,1528.2356
96463,1522.3097
96464,1522.5714
96465,1527.935
96466,1534.1241
96467,1547.5675
96468,1555.9148
96469,1566.6581
96470,1586.4259
96471,1606.5211
96472,1610.5691
96473,1614.281
96474,1617.2634
96475,1627.5452
96476,1633.8376
96477,1641.6755
96478,1644.7783
96479,1644.7783
96480,1636.0356
96481,1586.541
96482,1549.7965
96483,1524.8995
96484,1485.3909
96485,1443.6003
96486,1420.1527
96487,1410.8152
96488,1412.9851
96489,1417.7777
96490,1426.614
96491,1438.8652
96492,1454.6859
96493,1470.2467
96494,1477.4397
96495,1506.5831
96496,1504.9464
96497,1509.4641
96498,1519.7996
96499,1551.1677
96500,1572.8035
96501,1598.8691
96502,1617.3824
96503,1617.852
96504,1610.4996
96505,1597.896
96506,1571.967
96507,1548.514
96508,1533.6721
96509,1505.2762
96510,1488.885
96511,1489.1431
96512,1499.5354
96513,1521.1807
96514,1555.6825
96515,1611.5208
96516,1665.5062
96517,1702.4525
96518,1750.4741
96519,1791.9438
96520,1795.7676
96521,1800.2852
96522,1810.6206
96523,1820.9025
96524,1826.89
96525,1850.6732
96526,1867.7866
96527,1867.7866
96528,1858.3787
96529,1806.3115
96530,1762.2069
96531,1719.1317
96532,1682.0111
96533,1655.8876
96534,1639.2726
96535,1638.6742
96536,1643.1488
96537,1664.3505
96538,1686.8148
96539,1714.6191
96540,1747.4296
96541,1775.3513
96542,1815.7744
96543,1839.3745
96544,1838.4637
96545,1841.1469
96546,1845.5824
96547,1855.8641
96548,1861.8517
96549,1878.865
96550,1888.253
96551,1888.253
96552,1878.4847
96553,1818.4249
96554,1768.712
96555,1725.6368
96556,1688.5162
96557,1661.4283
96558,1644.2917
96559,1643.1423
96560,1646.4746
96561,1666.1287
96562,1688.1975
96563,1716.0018
96564,1748.8123
96565,1776.734
96566,1817.1571
96567,1840.7572
96568,1839.8464
96569,1842.5295
96570,1846.9651
